timestamp;buyer;seller;symbol;currency;price;quantity
12500;;;STRAWBERRIES;SEASHELLS;3952;10
12700;SUBMISSION;;AMETHYSTS;SEASHELLS;10000;4
12700;;;STARFRUIT;SEASHELLS;4907;1
12700;SUBMISSION;;STARFRUIT;SEASHELLS;4909;1
12700;;;STARFRUIT;SEASHELLS;4909;3
13000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;2
13000;;;CHOCOLATE;SEASHELLS;7838;8
13000;;;STRAWBERRIES;SEASHELLS;3951;8
13100;;;COCONUT;SEASHELLS;9887;8
13100;;;STRAWBERRIES;SEASHELLS;3951;3
13200;;SUBMISSION;STARFRUIT;SEASHELLS;4914;13
13300;;;COCONUT_COUPON;SEASHELLS;570;16
13300;;SUBMISSION;AMETHYSTS;SEASHELLS;10001;1
13300;;SUBMISSION;STARFRUIT;SEASHELLS;4914;1
13400;;;COCONUT_COUPON;SEASHELLS;569;8
13500;SUBMISSION;;STARFRUIT;SEASHELLS;4912;14
13500;;;COCONUT;SEASHELLS;9889;5
13500;;;ROSES;SEASHELLS;13738;1
13600;;SUBMISSION;STARFRUIT;SEASHELLS;4912;3
13600;;;AMETHYSTS;SEASHELLS;9998;1
13800;;;STRAWBERRIES;SEASHELLS;3952;4
13800;;;ROSES;SEASHELLS;13739;3
13900;;;COCONUT;SEASHELLS;9886;5
13900;;;CHOCOLATE;SEASHELLS;7843;8
13900;;SUBMISSION;ORCHIDS;SEASHELLS;1104;6
14100;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
14100;;SUBMISSION;STARFRUIT;SEASHELLS;4913;1
14200;;;CHOCOLATE;SEASHELLS;7843;8
14200;;;STRAWBERRIES;SEASHELLS;3954;10
14300;;;STRAWBERRIES;SEASHELLS;3954;8
14300;;;AMETHYSTS;SEASHELLS;10002;1
14400;;;COCONUT;SEASHELLS;9885;10
14600;;SUBMISSION;STARFRUIT;SEASHELLS;4911;1
14600;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;1
14700;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;9
14700;;SUBMISSION;STARFRUIT;SEASHELLS;4912;2
14700;;;STARFRUIT;SEASHELLS;4912;1
15000;;;CHOCOLATE;SEASHELLS;7839;6
15000;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;5
15100;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;2
15100;;;COCONUT_COUPON;SEASHELLS;573;4
15100;;;COCONUT_COUPON;SEASHELLS;573;15
15200;;;STARFRUIT;SEASHELLS;4913;1
15300;;;COCONUT;SEASHELLS;9887;7
15300;;;COCONUT_COUPON;SEASHELLS;573;18
15700;;;COCONUT;SEASHELLS;9891;9
15800;;;COCONUT_COUPON;SEASHELLS;577;17
15900;;SUBMISSION;ORCHIDS;SEASHELLS;1104;3
15900;SUBMISSION;;STARFRUIT;SEASHELLS;4909;2
16000;SUBMISSION;;AMETHYSTS;SEASHELLS;9997;9
16000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
16100;;SUBMISSION;AMETHYSTS;SEASHELLS;10000;6
16500;;SUBMISSION;STARFRUIT;SEASHELLS;4913;1
16500;;;COCONUT_COUPON;SEASHELLS;581;18
16500;;;GIFT_BASKET;SEASHELLS;69226;1
16500;;;ROSES;SEASHELLS;13754;4
16500;;;COCONUT_COUPON;SEASHELLS;581;1
16600;;;STRAWBERRIES;SEASHELLS;3953;3
16700;;;STARFRUIT;SEASHELLS;4908;1
16700;SUBMISSION;;STARFRUIT;SEASHELLS;4908;6
16700;;;STARFRUIT;SEASHELLS;4908;3
16700;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
16900;;;CHOCOLATE;SEASHELLS;7841;7
16900;;;AMETHYSTS;SEASHELLS;10002;8
16900;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;4
16900;;SUBMISSION;STARFRUIT;SEASHELLS;4913;1
16900;;;STRAWBERRIES;SEASHELLS;3953;8
17000;;;COCONUT_COUPON;SEASHELLS;580;1
17000;;;COCONUT_COUPON;SEASHELLS;580;16
17100;;;STARFRUIT;SEASHELLS;4908;9
17100;SUBMISSION;;STARFRUIT;SEASHELLS;4908;1
17200;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
17400;;;STARFRUIT;SEASHELLS;4908;1
17400;;;STRAWBERRIES;SEASHELLS;3952;9
17500;;;GIFT_BASKET;SEASHELLS;69187;2
17500;;;STARFRUIT;SEASHELLS;4908;1
17500;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;1
17500;;;STARFRUIT;SEASHELLS;4908;2
17600;;;GIFT_BASKET;SEASHELLS;69194;1
17600;;;STARFRUIT;SEASHELLS;4907;12
17600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
17600;;;STRAWBERRIES;SEASHELLS;3951;6
17800;;;ROSES;SEASHELLS;13750;5
17800;;;STARFRUIT;SEASHELLS;4913;1
17900;;SUBMISSION;STARFRUIT;SEASHELLS;4913;1
17900;;;STARFRUIT;SEASHELLS;4907;12
18000;;;CHOCOLATE;SEASHELLS;7840;5
18000;;;ROSES;SEASHELLS;13754;2
18100;SUBMISSION;;COCONUT;SEASHELLS;9895;14
18100;;SUBMISSION;STARFRUIT;SEASHELLS;4913;3
18100;;SUBMISSION;COCONUT_COUPON;SEASHELLS;588;14
18100;;;STRAWBERRIES;SEASHELLS;3951;9
18100;;SUBMISSION;COCONUT_COUPON;SEASHELLS;588;19
18200;;;CHOCOLATE;SEASHELLS;7842;9
18300;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;3
18400;;;STRAWBERRIES;SEASHELLS;3951;4
18700;;;STRAWBERRIES;SEASHELLS;3947;4
18900;SUBMISSION;;STARFRUIT;SEASHELLS;4907;1
18900;;;COCONUT_COUPON;SEASHELLS;583;16
19000;;;STARFRUIT;SEASHELLS;4906;1
19000;;;ROSES;SEASHELLS;13748;3
19000;;SUBMISSION;STARFRUIT;SEASHELLS;4911;15
19100;SUBMISSION;;COCONUT_COUPON;SEASHELLS;581;19
19100;;SUBMISSION;COCONUT;SEASHELLS;9893;14
19100;;;GIFT_BASKET;SEASHELLS;69180;1
19100;SUBMISSION;;COCONUT_COUPON;SEASHELLS;581;9
19200;;;STRAWBERRIES;SEASHELLS;3947;11
19300;;;COCONUT;SEASHELLS;9895;3
19300;;;COCONUT;SEASHELLS;9893;7
19300;;SUBMISSION;ORCHIDS;SEASHELLS;1100;3
19400;;;COCONUT;SEASHELLS;9892;6
19400;;;STRAWBERRIES;SEASHELLS;3947;5
19400;;SUBMISSION;STARFRUIT;SEASHELLS;4911;1
19600;;;CHOCOLATE;SEASHELLS;7843;6
19700;;;GIFT_BASKET;SEASHELLS;69193;1
19700;;;GIFT_BASKET;SEASHELLS;69192;6
19700;;;ROSES;SEASHELLS;13743;10
19800;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
19900;;;CHOCOLATE;SEASHELLS;7843;7
20100;;;STARFRUIT;SEASHELLS;4907;1
20200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
20300;SUBMISSION;;STARFRUIT;SEASHELLS;4907;1
20400;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;10
20400;;;ROSES;SEASHELLS;13739;5
20400;;;STRAWBERRIES;SEASHELLS;3949;9
20500;SUBMISSION;;AMETHYSTS;SEASHELLS;9999;2
20500;SUBMISSION;;STARFRUIT;SEASHELLS;4907;2
20600;;;AMETHYSTS;SEASHELLS;10002;1
20600;SUBMISSION;;STARFRUIT;SEASHELLS;4909;3
20700;;;STRAWBERRIES;SEASHELLS;3950;4
20700;;;ROSES;SEASHELLS;13747;2
20800;;SUBMISSION;STARFRUIT;SEASHELLS;4912;1
21000;SUBMISSION;;STARFRUIT;SEASHELLS;4908;1
21000;;;STRAWBERRIES;SEASHELLS;3951;10
21100;;SUBMISSION;STARFRUIT;SEASHELLS;4913;12
21100;;;STARFRUIT;SEASHELLS;4908;1
21200;;SUBMISSION;AMETHYSTS;SEASHELLS;10004;1
21200;;SUBMISSION;STARFRUIT;SEASHELLS;4912;1
21300;;;CHOCOLATE;SEASHELLS;7844;6
21400;;;COCONUT_COUPON;SEASHELLS;578;14
21500;;;ROSES;SEASHELLS;13757;4
21500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
21500;;;GIFT_BASKET;SEASHELLS;69232;2
21600;;;ROSES;SEASHELLS;13762;1
21600;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
21900;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
22200;;;ROSES;SEASHELLS;13765;10
22500;;;STRAWBERRIES;SEASHELLS;3950;6
22500;;;COCONUT_COUPON;SEASHELLS;581;13
22500;;;COCONUT;SEASHELLS;9896;3
22600;SUBMISSION;;AMETHYSTS;SEASHELLS;9997;7
22700;;;AMETHYSTS;SEASHELLS;9995;3
22700;;;STRAWBERRIES;SEASHELLS;3950;10
22900;;;STARFRUIT;SEASHELLS;4907;1
23000;;;ROSES;SEASHELLS;13764;5
23200;;;ROSES;SEASHELLS;13767;2
23300;;;STARFRUIT;SEASHELLS;4906;1
23400;;;STARFRUIT;SEASHELLS;4906;1
23400;;;AMETHYSTS;SEASHELLS;10002;1
23400;;;COCONUT_COUPON;SEASHELLS;586;11
23600;;;COCONUT;SEASHELLS;9895;7
23600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
23600;;;STARFRUIT;SEASHELLS;4910;1
23600;;;ROSES;SEASHELLS;13769;1
23700;;;COCONUT_COUPON;SEASHELLS;585;9
23900;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
23900;;SUBMISSION;STARFRUIT;SEASHELLS;4910;1
24000;;SUBMISSION;STARFRUIT;SEASHELLS;4909;5
24100;;;CHOCOLATE;SEASHELLS;7840;10
24100;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;9
24100;;;GIFT_BASKET;SEASHELLS;69311;4
24200;;;CHOCOLATE;SEASHELLS;7839;8
24200;;;STARFRUIT;SEASHELLS;4905;1
24300;;SUBMISSION;STARFRUIT;SEASHELLS;4910;1
24400;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;4
24500;;SUBMISSION;AMETHYSTS;SEASHELLS;10000;3
24600;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
24600;;;COCONUT_COUPON;SEASHELLS;585;16
24600;;;STRAWBERRIES;SEASHELLS;3956;10
24700;;;ROSES;SEASHELLS;13777;4
24700;;;COCONUT_COUPON;SEASHELLS;587;12
24800;;;ROSES;SEASHELLS;13776;11
24900;;;STRAWBERRIES;SEASHELLS;3954;8
24900;;;COCONUT_COUPON;SEASHELLS;586;20
24900;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
25100;;;STRAWBERRIES;SEASHELLS;3954;10
25100;;;CHOCOLATE;SEASHELLS;7848;8
25100;;;COCONUT_COUPON;SEASHELLS;585;12
25100;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
25200;;;STARFRUIT;SEASHELLS;4908;1
25300;;SUBMISSION;ORCHIDS;SEASHELLS;1096;6
25400;SUBMISSION;;STARFRUIT;SEASHELLS;4904;12
25400;;;AMETHYSTS;SEASHELLS;10002;1
25400;;;STARFRUIT;SEASHELLS;4908;4
25400;;SUBMISSION;STARFRUIT;SEASHELLS;4908;7
25400;;;COCONUT;SEASHELLS;9896;10
25400;;;ROSES;SEASHELLS;13784;1
25500;SUBMISSION;;STARFRUIT;SEASHELLS;4905;2
25500;;;COCONUT_COUPON;SEASHELLS;582;4
25500;;;STRAWBERRIES;SEASHELLS;3954;5
25500;SUBMISSION;;AMETHYSTS;SEASHELLS;9996;2
25600;;SUBMISSION;STARFRUIT;SEASHELLS;4908;5
25600;;;STARFRUIT;SEASHELLS;4908;5
25600;;;STARFRUIT;SEASHELLS;4909;1
25600;;;COCONUT_COUPON;SEASHELLS;584;9
25700;;;CHOCOLATE;SEASHELLS;7850;8
25700;;SUBMISSION;STARFRUIT;SEASHELLS;4909;1
25800;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
25800;;;COCONUT_COUPON;SEASHELLS;584;12
25900;;;ROSES;SEASHELLS;13785;5
26100;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;2
26100;;SUBMISSION;STARFRUIT;SEASHELLS;4908;2
26200;;;CHOCOLATE;SEASHELLS;7853;9
26400;;;COCONUT;SEASHELLS;9898;1
26500;SUBMISSION;;STARFRUIT;SEASHELLS;4905;4
26500;;;AMETHYSTS;SEASHELLS;10002;1
26600;;;STRAWBERRIES;SEASHELLS;3956;8
26700;SUBMISSION;;STARFRUIT;SEASHELLS;4905;2
26700;SUBMISSION;;AMETHYSTS;SEASHELLS;9999;2
26700;SUBMISSION;;STARFRUIT;SEASHELLS;4905;15
26900;;;GIFT_BASKET;SEASHELLS;69327;1
26900;;SUBMISSION;STARFRUIT;SEASHELLS;4909;10
26900;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;5
26900;;SUBMISSION;STARFRUIT;SEASHELLS;4909;1
27100;;;STARFRUIT;SEASHELLS;4903;1
27100;SUBMISSION;;STARFRUIT;SEASHELLS;4904;8
27100;;;COCONUT_COUPON;SEASHELLS;586;16
27200;;;STARFRUIT;SEASHELLS;4904;1
27300;;;ROSES;SEASHELLS;13788;5
27300;;;COCONUT;SEASHELLS;9897;10
27500;;;COCONUT_COUPON;SEASHELLS;587;12
27500;SUBMISSION;;STARFRUIT;SEASHELLS;4906;5
27600;;;GIFT_BASKET;SEASHELLS;69296;2
27700;;SUBMISSION;STARFRUIT;SEASHELLS;4908;1
27900;;SUBMISSION;AMETHYSTS;SEASHELLS;10000;2
27900;;SUBMISSION;STARFRUIT;SEASHELLS;4906;2
28000;;;ROSES;SEASHELLS;13783;4
28000;;;STARFRUIT;SEASHELLS;4904;2
28000;;;COCONUT;SEASHELLS;9894;6
28100;;;STRAWBERRIES;SEASHELLS;3955;10
28100;;;COCONUT_COUPON;SEASHELLS;585;7
28200;;SUBMISSION;AMETHYSTS;SEASHELLS;10001;5
